country,date,confirmed,recovered,deaths,confirmed.inc,deaths.inc,recovered.inc,rate.upper,rate.lower,rate.daily,rate.inc.daily,remaining.confirmed,fatality.rate.min,fatality.rate.max
Argentina,2020-03-21,158,3,4,30,1,0,57.1429,2.5316,100,0.2344,151,0.02531645569620253,0.04951129626662394
Argentina,2020-03-22,266,3,4,108,0,0,57.1429,1.5038,NaN,0.6835,259,0.015037593984962405,0.0296794618124258
Argentina,2020-03-23,301,3,4,35,0,0,57.1429,1.3289,NaN,0.1316,294,0.013289036544850499,0.026269025728192844
Argentina,2020-03-24,387,52,6,86,2,49,10.3448,1.5504,3.9216,0.2857,329,0.015503875968992248,0.028684173627386175
Argentina,2020-03-25,387,52,8,0,2,0,13.3333,2.0672,100,0,327,0.020671834625323,0.038138733649820726
Argentina,2020-03-26,502,63,9,115,1,11,12.5,1.7928,8.3333,0.2972,430,0.017928286852589643,0.03328518594942938
Argentina,2020-03-27,589,72,13,87,4,9,15.2941,2.2071,30.7692,0.1733,504,0.022071307300509338,0.04095745140824568
Argentina,2020-03-28,690,72,18,101,5,0,20,2.6087,100,0.1715,600,0.02608695652173913,0.04877126654064272
Argentina,2020-03-29,745,72,19,55,1,0,20.8791,2.5503,100,0.0797,654,0.025503355704697986,0.04789153641727851
Argentina,2020-03-30,820,228,23,75,4,156,9.1633,2.8049,2.5,0.1007,569,0.02804878048780488,0.04751189767995241
Argentina,2020-03-31,1054,240,27,234,4,12,10.1124,2.5617,25,0.2854,787,0.025616698292220113,0.04474415707398219
Argentina,2020-04-01,1054,248,28,0,1,8,10.1449,2.6565,11.1111,0,778,0.026565464895635674,0.04617450824364759
Argentina,2020-04-02,1133,256,36,79,8,8,12.3288,3.1774,50,0.075,841,0.03177405119152692,0.0553592030468439
Argentina,2020-04-03,1265,266,39,132,3,10,12.7869,3.083,23.0769,0.1165,960,0.0308300395256917,0.054226749363370776
Argentina,2020-04-04,1451,279,43,186,4,13,13.354,2.9635,23.5294,0.147,1129,0.029634734665747762,0.052693049922556315
Argentina,2020-04-05,1451,280,44,0,1,1,13.5802,3.0324,50,0,1127,0.030323914541695383,0.053876672424872984
Argentina,2020-04-06,1554,325,48,103,4,45,12.8686,3.0888,8.1633,0.071,1181,0.03088803088803089,0.05436213930422425
Argentina,2020-04-07,1628,338,56,74,8,13,14.2132,3.4398,38.0952,0.0476,1234,0.0343980343980344,0.06047123737541428
Argentina,2020-04-08,1715,358,63,87,7,20,14.9644,3.6735,25.9259,0.0534,1294,0.036734693877551024,0.06445171654667699
Argentina,2020-04-09,1795,365,72,80,9,7,16.476,4.0111,56.25,0.0466,1358,0.04011142061281337,0.0704575538675212
Argentina,2020-04-10,1975,375,82,180,10,10,17.9431,4.1519,50,0.1003,1518,0.04151898734177215,0.0734307963467393
Argentina,2020-04-11,1975,440,83,0,1,65,15.87,4.2025,1.5152,0,1452,0.0420253164556962,0.07292190354109918
Argentina,2020-04-12,2142,468,90,167,7,28,16.129,4.2017,20,0.0846,1584,0.04201680672268908,0.07308805875291292
Argentina,2020-04-13,2208,515,97,66,7,47,15.8497,4.3931,12.963,0.0308,1596,0.043931159420289856,0.07568574747952111
Argentina,2020-04-14,2277,559,102,69,5,44,15.4312,4.4796,10.2041,0.0312,1616,0.04479578392621871,0.07658760949704412
Argentina,2020-04-15,2443,596,111,166,9,37,15.7001,4.5436,19.5652,0.0729,1736,0.04543593941874744,0.07772279608307227
Argentina,2020-04-16,2571,631,115,128,4,35,15.4155,4.473,10.2564,0.0524,1825,0.044729677168416956,0.0764806148706188
Argentina,2020-04-17,2669,666,123,98,8,35,15.5894,4.6085,18.6047,0.0381,1880,0.046084675908579995,0.07854596879285515
Argentina,2020-04-18,2758,685,129,89,6,19,15.8477,4.6773,24,0.0333,1944,0.046773023930384336,0.07974139177689164
Argentina,2020-04-19,2839,709,132,81,3,24,15.6956,4.6495,11.1111,0.0294,1998,0.04649524480450863,0.0792171536172625
Argentina,2020-04-20,2941,737,136,102,4,28,15.5785,4.6243,12.5,0.0359,2068,0.046242774566473986,0.07875894518989059
Argentina,2020-04-21,3031,840,147,90,11,103,14.8936,4.8499,9.6491,0.0306,2044,0.04849884526558892,0.08120476401282209
Argentina,2020-04-22,3144,872,152,113,5,32,14.8438,4.8346,13.5135,0.0373,2120,0.04834605597964377,0.08094581382851297
Argentina,2020-04-23,3435,919,165,291,13,47,15.2214,4.8035,21.6667,0.0926,2351,0.048034934497816595,0.08091124628948088
Argentina,2020-04-24,3607,976,176,172,11,57,15.2778,4.8794,16.1765,0.0501,2455,0.048794011644025505,0.08200424136015598
Argentina,2020-04-25,3780,1030,185,173,9,54,15.2263,4.8942,14.2857,0.048,2565,0.04894179894179894,0.08215230536659107
Argentina,2020-04-26,3892,1107,192,112,7,77,14.7806,4.9332,8.3333,0.0296,2593,0.04933196300102775,0.08219881296548431
Argentina,2020-04-27,4003,1140,197,111,5,33,14.7345,4.9213,13.1579,0.0285,2666,0.04921309018236323,0.08198903283192115
Argentina,2020-04-28,4127,1162,207,124,10,22,15.1205,5.0157,31.25,0.031,2758,0.0501574993942331,0.0836768556649612
Argentina,2020-04-29,4285,1192,214,158,7,30,15.2205,4.9942,18.9189,0.0383,2879,0.049941656942823806,0.08349638981059271
Argentina,2020-04-30,4428,1256,218,143,4,64,14.7897,4.9232,5.8824,0.0334,2954,0.04923215898825655,0.08207583506127142
Argentina,2020-05-01,4532,1292,225,104,7,36,14.8319,4.9647,16.2791,0.0235,3015,0.04964695498676081,0.0826755448554907
Argentina,2020-05-02,4681,1320,237,149,12,28,15.2216,5.063,30,0.0329,3124,0.05063020722067934,0.08441973239850507
Argentina,2020-05-03,4783,1354,246,102,9,34,15.375,5.1432,20.9302,0.0218,3183,0.05143215555090947,0.08565932492547457
Argentina,2020-05-04,4887,1442,260,104,14,88,15.2761,5.3202,13.7255,0.0217,3185,0.053202373644362595,0.0878759075214436
Argentina,2020-05-05,5020,1472,264,133,4,30,15.2074,5.259,11.7647,0.0272,3284,0.05258964143426295,0.08699290487452581
Argentina,2020-05-06,5208,1524,273,188,9,52,15.192,5.2419,14.7541,0.0375,3411,0.05241935483870968,0.08675161661959269
Argentina,2020-05-07,5371,1601,282,163,9,77,14.9761,5.2504,10.4651,0.0313,3488,0.05250418916402905,0.08660111930816111
Argentina,2020-05-08,5611,1659,293,240,11,58,15.0102,5.2219,15.942,0.0447,3659,0.05221885581892711,0.08627139430430482
Argentina,2020-05-09,5776,1728,300,165,7,69,14.7929,5.1939,9.2105,0.0294,3748,0.05193905817174515,0.08564189578041911
Argentina,2020-05-10,6034,1757,305,258,5,29,14.7915,5.0547,14.7059,0.0447,3972,0.050546900894928734,0.08382039946215726
Argentina,2020-05-11,6278,1837,314,244,9,80,14.5979,5.0016,10.1124,0.0404,4127,0.05001592863969417,0.08289514773749887
Argentina,2020-05-12,6563,1862,319,285,5,25,14.6263,4.8606,16.6667,0.0454,4382,0.04860582050891361,0.08105907442786217
Argentina,2020-05-13,6879,2266,329,316,10,404,12.6782,4.7827,2.4155,0.0481,4284,0.04782671899985463,0.07761152263343178
Argentina,2020-05-14,7134,2385,353,255,24,119,12.8926,4.9481,16.7832,0.0371,4396,0.04948135688253434,0.0799719715244773
Argentina,2020-05-15,7479,2497,356,345,3,112,12.4781,4.76,2.6087,0.0484,4626,0.04759994651691402,0.07704203136612438
Argentina,2020-05-16,7805,2534,363,326,7,37,12.5302,4.6509,15.9091,0.0436,4908,0.046508648302370274,0.07575457346163143
Argentina,2020-05-17,8068,2569,373,263,10,35,12.6785,4.6232,22.2222,0.0337,5126,0.04623202776400595,0.0756055248287425
Argentina,2020-05-18,8371,2625,382,303,9,56,12.7037,4.5634,13.8462,0.0376,5364,0.04563373551547008,0.07487508748118282
Argentina,2020-05-19,8809,2872,393,438,11,247,12.0368,4.4613,4.2636,0.0523,5544,0.04461346350323533,0.07269122961311575
Argentina,2020-05-20,9283,2933,403,474,10,61,12.0803,4.3413,14.0845,0.0538,5947,0.04341268986319078,0.07122430966459072
Argentina,2020-05-21,9931,3032,416,648,13,99,12.065,4.1889,11.6071,0.0698,6483,0.04188903433692478,0.06923437817000135
Argentina,2020-05-22,10649,3062,433,718,17,30,12.3891,4.0661,36.1702,0.0723,7154,0.040661094938491876,0.0679772253911138
Argentina,2020-05-23,11353,3530,445,704,12,468,11.195,3.9197,2.5,0.0661,7378,0.03919668810006166,0.06466952918191271
Argentina,2020-05-24,12076,3732,452,723,7,202,10.8031,3.743,3.3493,0.0637,7892,0.03742961245445512,0.061890899427837015
Argentina,2020-05-25,12628,3999,467,552,15,267,10.4568,3.6981,5.3191,0.0457,8162,0.036981311371555275,0.06088386628243856
Argentina,2020-05-26,13228,4167,484,600,17,168,10.4064,3.6589,9.1892,0.0475,8577,0.03658905352283036,0.06031329846275446
Argentina,2020-05-27,13933,4349,500,705,16,182,10.3114,3.5886,8.0808,0.0533,9084,0.035886025981482814,0.05928290102747362
Argentina,2020-05-28,14702,4617,508,769,8,268,9.9122,3.4553,2.8986,0.0552,9577,0.03455312202421439,0.05706130115806701
Argentina,2020-05-29,15419,4788,520,717,12,171,9.7965,3.3725,6.5574,0.0488,10111,0.03372462546209223,0.05583952837714602
Argentina,2020-05-30,16214,4788,528,795,8,0,9.9323,3.2564,100,0.0516,10898,0.032564450474898234,0.05445216364101646
Argentina,2020-05-31,16851,5336,539,637,11,548,9.1745,3.1986,1.9678,0.0393,10976,0.031986232271081834,0.05282065666176453
Argentina,2020-06-01,17415,5521,556,564,17,185,9.1493,3.1927,8.4158,0.0335,11338,0.03192650014355441,0.052712182522401375
Argentina,2020-06-02,18319,5709,569,904,13,188,9.0634,3.1061,6.4677,0.0519,12041,0.031060647415251923,0.05147667752208354
Argentina,2020-06-03,19268,5896,583,949,14,187,8.9983,3.0257,6.9652,0.0518,12789,0.030257421631720988,0.050340573243101504
Argentina,2020-06-04,20197,5993,608,929,25,97,9.2107,3.0103,20.4918,0.0482,13596,0.030103480714957668,0.05036821923060674
Argentina,2020-06-05,21037,6088,632,840,24,95,9.4048,3.0042,20.1681,0.0416,14317,0.03004230641251129,0.05048798312059343
Argentina,2020-06-06,22020,6180,648,983,16,92,9.4903,2.9428,14.8148,0.0467,15192,0.029427792915531336,0.04973056448559274
Argentina,2020-06-07,22794,6909,664,774,16,729,8.768,2.913,2.1477,0.0351,15221,0.029130472931473195,0.04858273793498086
Argentina,2020-06-08,23620,7305,693,826,29,396,8.6647,2.934,6.8235,0.0362,15622,0.029339542760372567,0.04874438344633955
Argentina,2020-06-09,24761,7568,717,1141,24,263,8.6542,2.8957,8.3624,0.0483,16476,0.028956827268688663,0.048224735918537806
Argentina,2020-06-10,25987,7991,735,1226,18,423,8.4231,2.8283,4.0816,0.0495,17261,0.0282833724554585,0.047069661444324826
Argentina,2020-06-11,27373,8332,765,1386,30,341,8.4094,2.7947,8.0863,0.0533,18276,0.027947247287473057,0.04660665222759133
Argentina,2020-06-12,28764,8743,785,1391,20,411,8.2389,2.7291,4.6404,0.0508,19236,0.027291058267278543,0.045542024642934574
Argentina,2020-06-13,30295,9083,815,1531,30,340,8.234,2.6902,8.1081,0.0532,20397,0.026902129064202012,0.045014778891649725
Argentina,2020-06-14,31577,9564,833,1282,18,481,8.0119,2.638,3.6072,0.0423,21180,0.02637996009753935,0.04407409047299882
Argentina,2020-06-15,32785,9891,854,1208,21,327,7.9479,2.6048,6.0345,0.0383,22040,0.026048497788622844,0.04355982587345577
Argentina,2020-06-16,34159,10174,878,1374,24,283,7.9443,2.5703,7.8176,0.0419,23107,0.025703328551772594,0.04309045384366666
Argentina,2020-06-17,35552,10512,913,1393,35,338,7.9912,2.5681,9.3834,0.0408,24127,0.02568069306930693,0.04310863191053017
Argentina,2020-06-18,37510,10721,948,1958,35,209,8.1241,2.5273,14.3443,0.0551,25841,0.0252732604638763,0.04268425282983278
Argentina,2020-06-19,39570,11851,979,2060,31,1130,7.6306,2.4741,2.6701,0.0549,26740,0.024740965377811473,0.04146003068492997
Argentina,2020-06-20,41204,12206,992,1634,13,355,7.5163,2.4075,3.5326,0.0413,28006,0.024075332491991067,0.04043912634139166
Argentina,2020-06-21,42785,12728,1011,1581,19,522,7.3586,2.363,3.512,0.0384,29046,0.023629776790931402,0.03967162549186382
Brazil,2020-01-22,0,0,0,NA,NA,NA,NaN,NaN,NA,NA,0,NaN,NaN
Brazil,2020-01-23,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-01-24,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-01-25,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-01-26,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-01-27,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-01-28,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-01-29,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-01-30,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-01-31,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-01,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-02,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-03,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-04,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-05,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-06,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-07,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-08,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-09,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-10,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-11,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-12,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-13,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-14,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-15,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-16,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-17,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-18,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-19,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-20,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-21,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-22,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-23,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-24,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-25,0,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,NaN
Brazil,2020-02-26,1,0,0,1,0,0,NaN,0,NaN,Inf,1,0,0
Brazil,2020-02-27,1,0,0,0,0,0,NaN,0,NaN,0,1,0,0
Brazil,2020-02-28,1,0,0,0,0,0,NaN,0,NaN,0,1,0,0
Brazil,2020-02-29,2,0,0,1,0,0,NaN,0,NaN,1,2,0,0
Brazil,2020-03-01,2,0,0,0,0,0,NaN,0,NaN,0,2,0,0
Brazil,2020-03-02,2,0,0,0,0,0,NaN,0,NaN,0,2,0,0
Brazil,2020-03-03,2,0,0,0,0,0,NaN,0,NaN,0,2,0,0
Brazil,2020-03-04,4,0,0,2,0,0,NaN,0,NaN,1,4,0,0
Brazil,2020-03-05,4,0,0,0,0,0,NaN,0,NaN,0,4,0,0
Brazil,2020-03-06,13,0,0,9,0,0,NaN,0,NaN,2.25,13,0,0
Brazil,2020-03-07,13,0,0,0,0,0,NaN,0,NaN,0,13,0,0
Brazil,2020-03-08,20,0,0,7,0,0,NaN,0,NaN,0.5385,20,0,0
Brazil,2020-03-09,25,0,0,5,0,0,NaN,0,NaN,0.25,25,0,0
Brazil,2020-03-10,31,0,0,6,0,0,NaN,0,NaN,0.24,31,0,0
Brazil,2020-03-11,38,0,0,7,0,0,NaN,0,NaN,0.2258,38,0,0
Brazil,2020-03-12,52,0,0,14,0,0,NaN,0,NaN,0.3684,52,0,0
Brazil,2020-03-13,151,0,0,99,0,0,NaN,0,NaN,1.9038,151,0,0
Brazil,2020-03-14,151,0,0,0,0,0,NaN,0,NaN,0,151,0,0
Brazil,2020-03-15,162,0,0,11,0,0,NaN,0,NaN,0.0728,162,0,0
Brazil,2020-03-16,200,1,0,38,0,1,0,0,0,0.2346,199,0,0
Brazil,2020-03-17,321,2,1,121,1,1,33.3333,0.3115,50,0.605,318,0.003115264797507788,0.0062014149707398025
Brazil,2020-03-18,372,2,3,51,2,0,60,0.8065,100,0.1589,367,0.008064516129032258,0.016020638224072146
Brazil,2020-03-19,621,2,6,249,3,0,75,0.9662,100,0.6694,613,0.00966183574879227,0.019199203404202354
Brazil,2020-03-20,793,2,11,172,5,0,84.6154,1.3871,100,0.277,780,0.013871374527112233,0.027515349471812788
Brazil,2020-03-21,1021,2,15,228,4,0,88.2353,1.4691,100,0.2875,1004,0.014691478942213516,0.02913833972378293
Brazil,2020-03-22,1546,2,25,525,10,0,92.5926,1.6171,100,0.5142,1519,0.016170763260025874,0.032059113448887
Brazil,2020-03-23,1924,2,34,378,9,0,94.4444,1.7672,100,0.2445,1888,0.017671517671517672,0.035012383245231475
Brazil,2020-03-24,2247,2,46,323,12,0,95.8333,2.0472,100,0.1679,2199,0.020471740097908322,0.040506166655674414
Brazil,2020-03-25,2554,2,59,307,13,0,96.7213,2.3101,100,0.1366,2493,0.023101018010963197,0.045650288919863447
Brazil,2020-03-26,2985,6,77,431,18,4,92.7711,2.5796,81.8182,0.1688,2902,0.02579564489112228,0.05087402394440095
Brazil,2020-03-27,3417,6,92,432,15,0,93.8776,2.6924,100,0.1447,3319,0.026924202516827627,0.05307621543849895
Brazil,2020-03-28,3904,6,111,487,19,0,94.8718,2.8432,100,0.1425,3787,0.028432377049180328,0.0560126567329011
Brazil,2020-03-29,4256,6,136,352,25,0,95.7746,3.1955,100,0.0902,4114,0.03195488721804511,0.06284361043586409
Brazil,2020-03-30,4579,120,159,323,23,114,56.9892,3.4724,16.7883,0.0759,4300,0.034723738807599915,0.06733174860726789
Brazil,2020-03-31,5717,127,201,1138,42,7,61.2805,3.5158,85.7143,0.2485,5389,0.035158299807591394,0.06829947134215673
Brazil,2020-04-01,6836,127,240,1119,39,0,65.3951,3.5108,100,0.1957,6469,0.03510825043885313,0.06833166648463149
Brazil,2020-04-02,8044,127,324,1208,84,0,71.8404,4.0278,100,0.1767,7593,0.04027846842366982,0.07829865871965751
Brazil,2020-04-03,9056,127,359,1012,35,0,73.8683,3.9642,100,0.1258,8570,0.03964222614840989,0.0771570095066114
Brazil,2020-04-04,10360,127,445,1304,86,0,77.7972,4.2954,100,0.144,9788,0.04295366795366795,0.08353576273460443
Brazil,2020-04-05,11130,127,486,770,41,0,79.2822,4.3666,100,0.0743,10517,0.04366576819407008,0.08492658437529516
Brazil,2020-04-06,12161,127,564,1031,78,0,81.6208,4.6378,100,0.0926,11470,0.046377764986432035,0.0901202996788402
Brazil,2020-04-07,14034,127,686,1873,122,0,84.3788,4.8881,100,0.154,13221,0.048881288299843235,0.0949308474142958
Brazil,2020-04-08,16170,127,819,2136,133,0,86.5751,5.0649,100,0.1522,15224,0.05064935064935065,0.0983355420090114
Brazil,2020-04-09,18092,173,950,1922,131,46,84.5948,5.2509,74.0113,0.1189,16969,0.05250939641830643,0.10175944880733152
Brazil,2020-04-10,19638,173,1057,1546,107,0,85.935,5.3824,100,0.0855,18408,0.05382421835217436,0.10427722840548048
Brazil,2020-04-11,20727,173,1124,1089,67,0,86.6615,5.4229,100,0.0555,19430,0.05422878371206639,0.10506418041807546
Brazil,2020-04-12,22192,173,1223,1465,99,0,87.6074,5.511,100,0.0707,20796,0.055109949531362654,0.10675317729155631
Brazil,2020-04-13,23430,173,1328,1238,105,0,88.4744,5.6679,100,0.0558,21929,0.05667947076397781,0.10972787513372896
Brazil,2020-04-14,25262,3046,1532,1832,204,2873,33.4644,6.0644,6.6298,0.0782,20684,0.06064444620378434,0.11029885698990877
Brazil,2020-04-15,28320,14026,1736,3058,204,10980,11.0138,6.1299,1.824,0.1211,12558,0.06129943502824859,0.08848157856937662
Brazil,2020-04-16,30425,14026,1924,2105,188,0,12.0627,6.3237,100,0.0743,14475,0.06323746918652424,0.09332333168364629
Brazil,2020-04-17,33682,14026,2141,3257,217,0,13.243,6.3565,100,0.1071,17515,0.06356510896027552,0.09661964501630621
